what,kind,bundleId,bundleVersion,description,time
error,log,,,"An exception has thrown while performing a search",1408889010215
error,log,,,"An exception has thrown while performing a search",1408889010215
error,log,,,"An exception has thrown while performing a search",1408889010225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408889010545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889014315
error,log,,,"An exception has thrown while performing a search",1408889014375
error,log,,,"An exception has thrown while performing a search",1408889014385
error,log,,,"An exception has thrown while performing a search",1408889014395
error,log,,,"An exception has thrown while performing a search",1408889014405
error,log,,,"An exception has thrown while performing a search",1408889014415
error,log,,,"An exception has thrown while performing a search",1408889021845
error,log,,,"An exception has thrown while performing a search",1408889021865
error,log,,,"An exception has thrown while performing a search",1408889021875
error,log,,,"An exception has thrown while performing a search",1408889021895
error,log,,,"An exception has thrown while performing a search",1408889021895
error,log,,,"An exception has thrown while performing a search",1408889021905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889021925
error,log,,,"An exception has thrown while performing a search",1408889021925
error,log,,,"An exception has thrown while performing a search",1408889021965
error,log,,,"An exception has thrown while performing a search",1408889021985
error,log,,,"An exception has thrown while performing a search",1408889021985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889026375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408889029995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889031025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408889032045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889032905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408889033965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408889034925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1408889036005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889040175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889080205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889096455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889121505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889132556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889137726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1408889166746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889169296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408889241976
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1408889248176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1408889249556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1408889274206
error,log,,,"An exception has thrown while performing a search",1408889278206
error,log,,,"An exception has thrown while performing a search",1408889278206
error,log,,,"An exception has thrown while performing a search",1408889278216
error,log,,,"An exception has thrown while performing a search",1408889278226
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1408889278326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1408889280556
error,log,,,"An exception has thrown while performing a search",1408889280636
error,log,,,"An exception has thrown while performing a search",1408889280646
error,log,,,"An exception has thrown while performing a search",1408889280656
error,log,,,"An exception has thrown while performing a search",1408889280666
error,log,,,"An exception has thrown while performing a search",1408889280676
error,log,,,"An exception has thrown while performing a search",1408889280686
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1408889285516
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1408889285876
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1408889286026
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1408889286166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1408889286316
